HOG	OG	Gene Tree Parent Clade	Occupancy	Acroaspis_sp_IDV6688	Acrosomoides_sp_IDV7426	Ainerigone_saitoi	Ambicodamus_IDV6680	Antrodiaetus_roretzi	Araneus_inustus	Arcuphantes_paiki	Arcuphantes_tamaensis	Arcuphantes_uenoi	Argiope_aetheroides	Argiope_bruennichi	Argiope_keyserlingi	Argyrodes_flavescens	Argyrodes_miniaceus	Backobourkia_brouni	Baryphymula_kamakuraensis	Caerostris_darwini	Caerostris_extrusa	Chrysso_octomaculata	Clubiona_robusta	Cryptachaea_gigantipes	Cyclosa_octotuberculata	Cyrtarachne_bufo	Cyrtophora_cicatrosa	Deinopis_sp_IDV6783	Deinopis_sp_IDV7365	Desis_marina	Diaea_subdola	Doenitzius_peniculus	Doenitzius_pruvus	Dolophones_sp_IDV6683	Drapetisca_socialis	Drosophila_melanogaster	Ebrechtella_tricuspidata	Eriophora_pustulosa	Falcileptoneta_japonica	Floronia_bucculenta	Gnathonarium_exsiccatum	Helpis_minitabunda	Hypselistes_asiaticus	Hypsosinga_pygmaea	Larinia_phthisica	Lariniaria_argiopiformis	Larinioides_cornutus	Latrodectus_hasseltii	Lehtinelagia_evanida	Leucauge_dromedari	Masirana_silvicola	Mesida_sp_IDV5268	Metazygia_zilloides	Metleucauge_yunohamensis	Microbathyphantes_tateyamaensis	Neoantistea_quelpartensis	Neon_minutus	Neoscona_adianta	Neoscona_nautica	Neoscona_scylla	Neoscona_subpullata	Neoscona_theisi	Neriene_clathrata	Neriene_oidedicata	Nuctenea_umbratica	Orchestina_okitsui	Ordgarius_hobsoni	Ordgarius_sexspinosus	Oxytate_striatipes	Ozyptila_nongae	Parasteatoda_culicivora	Paratheuma_awasensis	Pardosa_graminea	Pharta_brevipalpus	Phonognatha_graeffei	Phrurolithus_coreanus	Piratula_tanakai	Plebs_sachalinensis	Poecilopachys_australasia	Psechrus_IDV5238	Pseudomicrargus_latitegulatus	Rhomphaea_labiata	Robertus_nojimai	Ryojius_japonicus	Saaristoa_nipponica	Saitonia_ojiroensis	Steatoda_grossa	Stephanopis_cambridgei	Stertinius_kumadai	Syedra_oii	Tekellina_sadamotoi	Tetragnatha_brevignatha	Tetragnatha_extensa	Tetragnatha_filiciphilia	Tetragnatha_mandibulata	Tetragnatha_maxillosa	Tetragnatha_paludicola	Tetragnatha_quasimodo	Tetragnatha_stelarobusta	Tetragnatha_vermiformis	Tetragnatha_waikamoi	Tetragnatha_yesoensis	Theridion_varians	Uloborus_diversus	Ummeliata_osakaensis	Zelotes_iriomotensis
N5.HOG0033911	OG0001366	n56	66	IANO01023307.1.p2, IANO01003026.1.p1	ICOJ01001210.1.p1, ICOJ01016384.1.p1	IBTE01035569.1.p1			IAHS01013318.1.p2	IAWN01031532.1.p1	IAKU01026760.1.p1	IBBK01042898.1.p2	IASB01005074.1.p1	IBFJ01008019.1.p1	IAET01004296.1.p1				IBGF01015419.1.p2	ICOF01028001.1.p2					IAQZ01038805.1.p1	ICFD01006587.1.p1	IBHY01028316.1.p1			GIWQ01045804.1.p1		IBJP01036774.1.p2, IBJP01036180.1.p2, IBJP01033163.1.p2, IBJP01038060.1.p2	IBVW01003672.1.p2	IBZG01030374.1.p1	ICKS01042695.1.p1			IBIK01001200.1.p1		ICGA01003705.1.p2	ICCR01046430.1.p1		IAOT01011106.1.p1	ICEG01001779.1.p2	IAJV01018857.1.p2	IAFI01030620.1.p1	IAHZ01037113.1.p1		IBFM01029221.1.p1	IBHV01005527.1.p1		ICDG01032621.1.p1	IBDY01012008.1.p2	IBVS01000698.1.p2	ICFH01040753.1.p2			IBRX01034275.1.p2, IBRX01009508.1.p2	ICBF01020676.1.p2	IAEU01012946.1.p1	IBPZ01035484.1.p1	IAXT01039438.1.p1	IAFP01020719.1.p2	IAQC01027451.1.p2, IAQC01029885.1.p2	IAPM01041577.1.p2, IAPM01034744.1.p1		IAGL01028344.1.p1	ICMU01036479.1.p1							IATW01040096.1.p1	IBPN01040910.1.p3		ICHT01031162.1.p1	ICKB01015791.1.p2		IBJR01003534.1.p1			IBWO01003329.1.p1	IBAR01021678.1.p1	IAHB01039924.1.p2			IAUC01001372.1.p2	IAXS01038404.1.p1		GITM01071189.1.p1, GITM01071188.1.p1	IAHF01024909.1.p1	GITN01090144.1.p1	ICFC01026822.1.p1	ICMP01008910.1.p1	GITO01095380.1.p1	GITP01079227.1.p1	GITQ01038157.1.p1	IAJJ01032104.1.p1	GITR01074795.1.p1	IBMZ01008111.1.p2, IBMZ01026250.1.p2			IBXZ01027205.1.p1	
N5.HOG0033913	OG0001366	n139	94	IANO01008280.1.p1	ICOJ01010741.1.p1	IBTE01014092.1.p1	ICBW01019980.1.p1		IAHS01036522.1.p1	IAWN01003064.1.p1	IAKU01023872.1.p1	IBBK01018913.1.p1	IASB01003898.1.p1	IBFJ01026526.1.p1	IAET01037064.1.p1	IAFU01010196.1.p2	IBQT01000197.1.p1	ICCG01010019.1.p1	IBGF01021562.1.p1	ICOF01019625.1.p1	ICOE01005413.1.p1	IBWR01028328.1.p1	ICJS01011476.1.p1		IAQZ01003255.1.p1	ICFD01039119.1.p1	IBHY01010263.1.p1	IBBP01003571.1.p1	ICOI01035895.1.p1	GIWQ01238870.1.p1	ICGF01024885.1.p1	IBJP01006405.1.p1	IBVW01040271.1.p1	IBZG01028973.1.p1	ICKS01004159.1.p1		ICBZ01039583.1.p1	IBIK01004688.1.p1		ICGA01002266.1.p1	ICCR01036714.1.p1	IAUM01036710.1.p1, IAUM01027964.1.p1	IAOT01029857.1.p1	ICEG01024683.1.p1	IAJV01037042.1.p1	IAFI01000224.1.p1	IAHZ01027930.1.p1	IBKS01035345.1.p1	IBFM01021098.1.p1	IBHV01024209.1.p1		ICDG01022580.1.p1	IBDY01030392.1.p1	IBVS01028949.1.p1	ICFH01007428.1.p1	IBHE01014112.1.p1	IAIC01001697.1.p1	IBRX01003452.1.p1	ICBF01013650.1.p1	IAEU01011976.1.p1	IBPZ01024955.1.p1	IAXT01037279.1.p1	IAFP01030422.1.p1	IAQC01022642.1.p1	IAPM01032949.1.p1		IAGL01014514.1.p1	ICMU01037051.1.p1	IALM01024303.1.p1	ICBR01025464.1.p1	IBTW01038954.1.p1		ICDS01012789.1.p1	IAWA01042214.1.p1	IATW01007023.1.p1	IBPN01039273.1.p1	IBYA01007302.1.p1	ICHT01020915.1.p1	ICKB01008608.1.p1	IAQN01011962.1.p1	IBJR01024583.1.p1		ICAL01044215.1.p1	IBWO01006459.1.p1	IBAR01001340.1.p1	IAHB01029893.1.p1	IAPP01039385.1.p1	ICHM01008455.1.p1	IAUC01003244.1.p1	IAXS01013287.1.p1		GITM01060449.1.p1	IAHF01049549.1.p1	GITN01042011.1.p1	ICFC01040191.1.p1, ICFC01015414.1.p1	ICMP01001944.1.p1	GITO01025258.1.p1	GITP01088553.1.p1, GITP01088555.1.p1	GITQ01041628.1.p1	IAJJ01017866.1.p1	GITR01059373.1.p1	IBMZ01023085.1.p1	ICEL01010109.1.p1	GJZJ01202879.1.p1	IBXZ01041477.1.p1	IAHP01014498.1.p1
N5.HOG0033926	OG0001367	n98	66	IANO01004122.1.p1					IAHS01008103.1.p2						IAET01022541.1.p1	IAFU01040125.1.p1	IBQT01028226.1.p1	ICCG01019539.1.p2, ICCG01023735.1.p2		ICOF01028312.1.p1		IBWR01039220.1.p2		IBTR01044714.1.p1	IAQZ01015921.1.p1	ICFD01019600.1.p1	IBHY01008627.1.p1	IBBP01030839.1.p1	ICOI01036644.1.p1, ICOI01010358.1.p1	GIWQ01334941.1.p1, GIWQ01334942.1.p2	ICGF01018240.1.p1			IBZG01027629.1.p1				IBIK01003509.1.p3, IBIK01017413.1.p2		ICGA01032162.1.p1		IAUM01035081.1.p1	IAOT01010384.1.p1	ICEG01037842.1.p2	IAJV01006738.1.p1	IAFI01031848.1.p1	IAHZ01013070.1.p2	IBKS01014537.1.p1, IBKS01007296.1.p1	IBFM01026274.1.p1	IBHV01012531.1.p1		ICDG01047289.1.p1	IBDY01020721.1.p1	IBVS01041427.1.p1			IAIC01009010.1.p1	IBRX01014068.1.p1		IAEU01011515.1.p1	IBPZ01041317.1.p1	IAXT01031417.1.p1	IAFP01012107.1.p1	IAQC01005751.1.p1			IAGL01020914.1.p1	ICMU01034750.1.p1	IALM01050644.1.p1		IBTW01043579.1.p1	IARK01011277.1.p1, IARK01006349.1.p1	ICDS01004074.1.p2	IAWA01007627.1.p1	IATW01002091.1.p1		IBYA01048997.1.p1, IBYA01014449.1.p1	ICHT01034406.1.p1	ICKB01017527.1.p1	IAQN01030053.1.p1	IBJR01032305.1.p1	ICFA01040316.1.p1				IAHB01038136.1.p1	IAPP01028521.1.p1	ICHM01016731.1.p1	IAUC01038377.1.p1, IAUC01041359.1.p1	IAXS01001685.1.p1	IALE01028892.1.p1		IAHF01008262.1.p2		ICFC01012274.1.p1	ICMP01006643.1.p1				IAJJ01034942.1.p1		IBMZ01016455.1.p1	ICEL01001599.1.p1		IBXZ01040366.1.p2, IBXZ01020087.1.p2, IBXZ01010011.1.p1	IAHP01026576.1.p1
N5.HOG0033948	OG0001368	n155	46	IANO01016467.1.p1		IBTE01018462.1.p1	ICBW01002529.1.p1		IAHS01003322.1.p1	IAWN01034891.1.p1			IASB01025720.1.p1	IBFJ01024420.1.p1	IAET01007109.1.p1	IAFU01012785.1.p1	IBQT01001317.1.p1	ICCG01029430.1.p1		ICOF01012787.1.p1				IBTR01003810.1.p1	IAQZ01013905.1.p1, IAQZ01022222.1.p2	ICFD01023238.1.p1, ICFD01025486.1.p1				GIWQ01208341.1.p1, GIWQ01322028.1.p1	ICGF01039775.1.p2	IBJP01029237.1.p1	IBVW01021408.1.p1										IAOT01041061.1.p1	ICEG01013900.1.p1	IAJV01043472.1.p1	IAFI01006073.1.p1		IBKS01038562.1.p1		IBHV01023271.1.p1				IBVS01002175.1.p1	ICFH01008408.1.p1			IBRX01021102.1.p1					IAFP01023968.1.p1		IAPM01024481.1.p1						IBTW01045471.1.p1										IBJR01034301.1.p1		ICAL01003092.1.p1		IBAR01041887.1.p1	IAHB01035717.1.p1	IAPP01007241.1.p1, IAPP01021224.1.p1			IAXS01029202.1.p1		GITM01067160.1.p1	IAHF01046885.1.p1	GITN01064345.1.p1	ICFC01025990.1.p1	ICMP01030521.1.p1	GITO01100277.1.p1	GITP01039365.1.p1				IBMZ01010396.1.p1		GJZJ01035444.1.p1		
N5.HOG0033968	OG0001369	n120	51	IANO01011898.1.p1	ICOJ01039536.1.p1	IBTE01010482.1.p1, IBTE01020618.1.p1, IBTE01044386.1.p1			IAHS01006982.1.p1, IAHS01006982.1.p2, IAHS01009251.1.p1	IAWN01001400.1.p1, IAWN01016475.1.p1	IAKU01026761.1.p1, IAKU01029455.1.p1, IAKU01005381.1.p1	IBBK01000125.1.p1	IASB01030634.1.p1	IBFJ01012767.1.p1	IAET01017217.1.p1			ICCG01023433.1.p1, ICCG01016247.1.p1, ICCG01032960.1.p1	IBGF01021994.1.p1, IBGF01011904.1.p1						IAQZ01026270.1.p1, IAQZ01038631.1.p1, IAQZ01008995.1.p1, IAQZ01012059.1.p1	ICFD01018981.1.p1, ICFD01004977.1.p2, ICFD01004977.1.p1	IBHY01041354.1.p1					IBJP01041223.1.p1	IBVW01003274.1.p1	IBZG01016983.1.p1	ICKS01030889.1.p1, ICKS01005065.1.p2			IBIK01026938.1.p1		ICGA01036387.1.p1	ICCR01040845.1.p1, ICCR01010893.1.p1, ICCR01010134.1.p1		IAOT01036782.1.p1, IAOT01006255.1.p1, IAOT01041511.1.p1, IAOT01022566.1.p1, IAOT01004350.1.p2	ICEG01013613.1.p1, ICEG01008171.1.p1, ICEG01013613.1.p2, ICEG01008171.1.p2	IAJV01024047.1.p1, IAJV01020190.1.p1	IAFI01009935.1.p1, IAFI01039447.1.p1, IAFI01033712.1.p1	IAHZ01033874.1.p1			IBHV01005751.1.p1			IBDY01025305.1.p1					IBRX01038162.1.p1, IBRX01038162.1.p2	ICBF01027876.1.p1	IAEU01002496.1.p1, IAEU01039548.1.p1	IBPZ01000194.1.p1, IBPZ01013717.1.p1	IAXT01030973.1.p1	IAFP01032374.1.p1	IAQC01034662.1.p1	IAPM01003436.1.p1		IAGL01011343.1.p1, IAGL01008053.1.p1	ICMU01038928.1.p1				IARK01014693.1.p1, IARK01039826.1.p1						ICHT01007946.1.p1	ICKB01013126.1.p1, ICKB01000786.1.p1, ICKB01027503.1.p1		IBJR01030876.1.p1, IBJR01017298.1.p1, IBJR01017298.1.p2, IBJR01030876.1.p2			IBWO01027789.1.p1, IBWO01008272.1.p1	IBAR01041766.1.p1	IAHB01039940.1.p1				IAXS01014744.1.p1, IAXS01026916.1.p1		GITM01039946.1.p1		GITN01046860.1.p1							GITR01053611.1.p1				IBXZ01051882.1.p1	
N5.HOG0033975	OG0001370	n15	43			IBTE01044640.1.p1			IAHS01041818.1.p2		IAKU01029567.1.p1, IAKU01035475.1.p1	IBBK01006941.1.p1					IBQT01000507.1.p1		IBGF01048035.1.p1				ICJS01043472.1.p1					IBBP01029959.1.p2, IBBP01038302.1.p2	ICOI01025052.1.p1	GIWQ01176722.1.p1, GIWQ01160659.1.p1	ICGF01039709.1.p1, ICGF01016542.1.p1	IBJP01009590.1.p1	IBVW01017899.1.p1		ICKS01039242.1.p1		ICBZ01010604.1.p1				ICCR01007978.1.p1	IAUM01044020.1.p1, IAUM01012757.1.p1	IAOT01027251.1.p1					IBKS01011301.1.p1	IBFM01037645.1.p1	IBHV01016950.1.p1		ICDG01015342.1.p1	IBDY01041950.1.p1	IBVS01014876.1.p1	ICFH01006238.1.p1, ICFH01033109.1.p1	IBHE01002673.1.p1							IAFP01023755.1.p1, IAFP01008359.1.p1	IAQC01029647.1.p1						ICBR01021697.1.p2, ICBR01021697.1.p1, ICBR01048071.1.p1	IBTW01000935.1.p1					IBPN01029726.1.p1					IBJR01005114.1.p1	ICFA01022194.1.p1	ICAL01018846.1.p1	IBWO01036116.1.p1, IBWO01013650.1.p1, IBWO01008889.1.p1, IBWO01007772.1.p1	IBAR01011380.1.p1	IAHB01005347.1.p1	IAPP01026126.1.p1			IAXS01019344.1.p1	IALE01049932.1.p1													jg35523.t1.p1, GJZJ01010042.1.p1	IBXZ01009977.1.p1, IBXZ01040879.1.p1	IAHP01029616.1.p1
N5.HOG0033978	OG0001370	n111	66	IANO01026378.1.p1, IANO01034409.1.p1, IANO01018333.1.p1	ICOJ01013071.1.p1				IAHS01015346.1.p1, IAHS01014262.1.p1	IAWN01016646.1.p1	IAKU01033471.1.p1	IBBK01019600.1.p1			IAET01006986.1.p1	IAFU01009492.1.p1	IBQT01012091.1.p1		IBGF01006608.1.p1, IBGF01049594.1.p1, IBGF01020841.1.p1								IBHY01036928.1.p1	IBBP01034538.1.p1		GIWQ01321384.1.p1	ICGF01016065.1.p1	IBJP01037955.1.p1	IBVW01016116.1.p1		ICKS01043105.1.p1		ICBZ01020769.1.p1	IBIK01009640.1.p1		ICGA01035782.1.p1	ICCR01048346.1.p1	IAUM01028851.1.p1						IBKS01029055.1.p1	IBFM01038808.1.p1	IBHV01032025.1.p1				IBVS01018957.1.p1	ICFH01000288.1.p1	IBHE01003807.1.p1	IAIC01000636.1.p1	IBRX01031845.1.p1	ICBF01022467.1.p1	IAEU01030470.1.p1	IBPZ01038325.1.p1		IAFP01022472.1.p1	IAQC01003025.1.p1	IAPM01005293.1.p1			ICMU01012604.1.p1	IALM01000437.1.p1	ICBR01012507.1.p1, ICBR01030202.1.p1	IBTW01037706.1.p1	IARK01022901.1.p1	ICDS01034697.1.p1, ICDS01007354.1.p1	IAWA01041962.1.p1, IAWA01008384.1.p1			IBYA01011268.1.p1, IBYA01003914.1.p1	ICHT01042078.1.p1			IBJR01024111.1.p1	ICFA01043659.1.p1	ICAL01029596.1.p1	IBWO01008055.1.p1	IBAR01010090.1.p1	IAHB01019505.1.p1	IAPP01031736.1.p1, IAPP01005737.1.p1	ICHM01002157.1.p1, ICHM01009420.1.p1, ICHM01047246.1.p1	IAUC01050004.1.p1	IAXS01026667.1.p1	IALE01009401.1.p1	GITM01034671.1.p1, GITM01034670.1.p1	IAHF01038404.1.p1, IAHF01019972.1.p1		ICFC01002543.1.p1		GITO01007773.1.p1, GITO01007774.1.p1	GITP01100607.1.p1	GITQ01053330.1.p1		GITR01079360.1.p1			jg37235.t1.p1	IBXZ01048081.1.p1	IAHP01014082.1.p1
N5.HOG0033992	OG0001371	n143	76	IANO01046924.1.p1	ICOJ01020102.1.p1		ICBW01032936.1.p1		IAHS01039439.1.p1	IAWN01033651.1.p1, IAWN01001385.1.p2	IAKU01005556.1.p1				IAET01002139.1.p1	IAFU01024703.1.p1	IBQT01012205.1.p1		IBGF01046581.1.p1	ICOF01012040.1.p2	ICOE01031249.1.p1	IBWR01018227.1.p1, IBWR01023428.1.p1	ICJS01037324.1.p1	IBTR01035162.1.p1		ICFD01033153.1.p1	IBHY01041039.1.p1			GIWQ01062084.1.p1	ICGF01047505.1.p1	IBJP01029682.1.p1	IBVW01023497.1.p1, IBVW01013657.1.p1		ICKS01032285.1.p1		ICBZ01018921.1.p1			ICGA01011537.1.p1	ICCR01003827.1.p1		IAOT01030054.1.p1, IAOT01005083.1.p1	ICEG01045703.1.p1	IAJV01029698.1.p1	IAFI01035419.1.p1		IBKS01035988.1.p1	IBFM01039469.1.p1	IBHV01003887.1.p1				IBVS01009154.1.p1	ICFH01044463.1.p1	IBHE01030422.1.p1, IBHE01005232.1.p1	IAIC01047665.1.p1, IAIC01017598.1.p1			IAEU01034742.1.p1			IAFP01032942.1.p1	IAQC01024133.1.p1	IAPM01020787.1.p2, IAPM01007155.1.p3			ICMU01030572.1.p1	IALM01012658.1.p1	ICBR01045580.1.p1, ICBR01048863.1.p1, ICBR01000045.1.p2	IBTW01016056.1.p1	IARK01017393.1.p1, IARK01019941.1.p1, IARK01019941.1.p3	ICDS01003592.1.p1	IAWA01040897.1.p1	IATW01022560.1.p1	IBPN01040935.1.p3, IBPN01042039.1.p3	IBYA01023506.1.p2	ICHT01045605.1.p1	ICKB01037933.1.p1	IAQN01021749.1.p1	IBJR01018215.1.p2	ICFA01023028.1.p2	ICAL01006066.1.p1	IBWO01033157.1.p1	IBAR01036130.1.p1	IAHB01006690.1.p1	IAPP01007995.1.p2		IAUC01040856.1.p1, IAUC01005044.1.p1, IAUC01030563.1.p1, IAUC01029129.1.p1, IAUC01012246.1.p2	IAXS01013446.1.p1		GITM01006047.1.p1	IAHF01007197.1.p1	GITN01075389.1.p1	ICFC01012878.1.p2	ICMP01014934.1.p1, ICMP01018762.1.p1	GITO01037428.1.p1, GITO01037430.1.p1	GITP01059083.1.p1	GITQ01072259.1.p1	IAJJ01009149.1.p1	GITR01049813.1.p1	IBMZ01038694.1.p2, IBMZ01017181.1.p1	ICEL01038968.1.p1	GJZJ01127026.1.p1		IAHP01011807.1.p2
N5.HOG0034004	OG0001372	n122	47		ICOJ01010234.1.p1				IAHS01045558.1.p1	IAWN01039296.1.p2	IAKU01017376.1.p1, IAKU01034573.1.p1				IAET01040245.1.p1, IAET01025156.1.p1	IAFU01034731.1.p1, IAFU01018108.1.p1	IBQT01003895.1.p1, IBQT01025166.1.p1			ICOF01002009.1.p1	ICOE01009768.1.p1, ICOE01019271.1.p2	IBWR01013830.1.p1		IBTR01023226.1.p1	IAQZ01038715.1.p1, IAQZ01031282.1.p1	ICFD01014913.1.p1, ICFD01029475.1.p1	IBHY01009486.1.p1	IBBP01004778.1.p1, IBBP01038339.1.p1	ICOI01028783.1.p1		ICGF01012714.1.p1, ICGF01030385.1.p1	IBJP01012469.1.p1					ICBZ01016291.1.p1			ICGA01002832.1.p1					IAJV01032159.1.p1	IAFI01003647.1.p1	IAHZ01020951.1.p2		IBFM01015994.1.p1				IBDY01037472.1.p1	IBVS01028747.1.p1				IBRX01012428.1.p1		IAEU01034577.1.p1		IAXT01020901.1.p1	IAFP01033208.1.p1	IAQC01029283.1.p1	IAPM01034742.1.p1, IAPM01044383.1.p1		IAGL01004698.1.p1, IAGL01040331.1.p1	ICMU01018298.1.p1		ICBR01040764.1.p1	IBTW01031594.1.p1		ICDS01005732.1.p2	IAWA01037740.1.p1		IBPN01043416.1.p3		ICHT01041836.1.p1				ICFA01025402.1.p1											IAHF01013027.1.p1, IAHF01013027.1.p2		ICFC01029700.1.p1, ICFC01038417.1.p1	ICMP01027982.1.p1				IAJJ01032903.1.p1		IBMZ01012719.1.p1, IBMZ01003066.1.p1		GJZJ01189423.1.p1		
N5.HOG0034013	OG0001373	n7	94	IANO01029248.1.p1	ICOJ01005366.1.p1	IBTE01043092.1.p1	ICBW01035342.1.p1		IAHS01017731.1.p1	IAWN01018772.1.p1	IAKU01039563.1.p1	IBBK01033402.1.p1	IASB01030101.1.p1	IBFJ01017344.1.p1	IAET01005442.1.p1	IAFU01039327.1.p1	IBQT01008061.1.p1	ICCG01014468.1.p1	IBGF01002398.1.p1	ICOF01009526.1.p1	ICOE01037260.1.p1	IBWR01018188.1.p1	ICJS01049690.1.p1, ICJS01005531.1.p1	IBTR01031969.1.p1	IAQZ01030082.1.p1	ICFD01010387.1.p1, ICFD01028252.1.p1	IBHY01040495.1.p1	IBBP01010723.1.p1	ICOI01024774.1.p1	GIWQ01239046.1.p1	ICGF01014053.1.p1	IBJP01033058.1.p1	IBVW01025745.1.p1		ICKS01006223.1.p1		ICBZ01002341.1.p1	IBIK01029011.1.p1		ICGA01003226.1.p1	ICCR01001278.1.p1	IAUM01015482.1.p1	IAOT01037288.1.p1	ICEG01006926.1.p1	IAJV01040232.1.p1	IAFI01012579.1.p1	IAHZ01039924.1.p1	IBKS01021980.1.p1	IBFM01011779.1.p1	IBHV01024355.1.p1			IBDY01038300.1.p1	IBVS01038535.1.p1	ICFH01013240.1.p1	IBHE01039724.1.p1	IAIC01010637.1.p1	IBRX01004665.1.p1	ICBF01036910.1.p1, ICBF01025689.1.p1	IAEU01019607.1.p1	IBPZ01043175.1.p1	IAXT01030322.1.p1	IAFP01013806.1.p1, IAFP01037632.1.p1	IAQC01019531.1.p1	IAPM01042933.1.p1		IAGL01028908.1.p1		IALM01043679.1.p1	ICBR01038354.1.p1	IBTW01046636.1.p1	IARK01035758.1.p1	ICDS01006696.1.p1	IAWA01017687.1.p1	IATW01027874.1.p1	IBPN01045385.1.p1	IBYA01040046.1.p1	ICHT01022806.1.p1	ICKB01021710.1.p1	IAQN01017101.1.p1	IBJR01004937.1.p1	ICFA01014064.1.p1	ICAL01043545.1.p1	IBWO01003120.1.p1	IBAR01000404.1.p1	IAHB01034729.1.p1	IAPP01027338.1.p1		IAUC01031422.1.p1, IAUC01019919.1.p1	IAXS01004557.1.p1	IALE01013054.1.p1	GITM01004440.1.p1	IAHF01015131.1.p1	GITN01086462.1.p1	ICFC01006477.1.p1	ICMP01043071.1.p1	GITO01056022.1.p1	GITP01058137.1.p1	GITQ01005977.1.p1	IAJJ01032577.1.p1	GITR01077894.1.p1	IBMZ01032066.1.p1	ICEL01026475.1.p1	GJZJ01028951.1.p1	IBXZ01001933.1.p1	IAHP01004599.1.p1
N5.HOG0034014	OG0001373	n107	98	IANO01025895.1.p1	ICOJ01026398.1.p1, ICOJ01012036.1.p1	IBTE01029218.1.p1, IBTE01042702.1.p1	ICBW01010774.1.p1		IAHS01021009.1.p1, IAHS01019545.1.p1	IAWN01013738.1.p1, IAWN01033305.1.p1	IAKU01005380.1.p1	IBBK01031740.1.p1	IASB01009892.1.p1	IBFJ01002383.1.p1	IAET01000432.1.p1	IAFU01004958.1.p1, IAFU01037682.1.p1	IBQT01032263.1.p1, IBQT01027799.1.p1	ICCG01037426.1.p1	IBGF01033484.1.p1	ICOF01035875.1.p1	ICOE01002987.1.p1	IBWR01011781.1.p1	ICJS01042892.1.p1	IBTR01015868.1.p1	IAQZ01021054.1.p1	ICFD01000612.1.p1	IBHY01009565.1.p1	IBBP01037714.1.p1	ICOI01028250.1.p1	GIWQ01173362.1.p1	ICGF01021838.1.p1, ICGF01012952.1.p1	IBJP01009608.1.p1	IBVW01021293.1.p1, IBVW01045820.1.p1	IBZG01006528.1.p1	ICKS01009089.1.p1, ICKS01012269.1.p1		ICBZ01022082.1.p1	IBIK01007185.1.p1		ICGA01012306.1.p1	ICCR01018952.1.p1, ICCR01037031.1.p1	IAUM01015227.1.p1, IAUM01004749.1.p1	IAOT01026265.1.p1	ICEG01043765.1.p1	IAJV01039344.1.p1	IAFI01032576.1.p1	IAHZ01028100.1.p1, IAHZ01010179.1.p1	IBKS01034364.1.p1	IBFM01016261.1.p1	IBHV01028117.1.p1		ICDG01037555.1.p1	IBDY01032161.1.p1	IBVS01019655.1.p1	ICFH01039741.1.p1	IBHE01046102.1.p1	IAIC01018490.1.p1	IBRX01023060.1.p1	ICBF01009922.1.p1	IAEU01004614.1.p1, IAEU01032490.1.p1	IBPZ01035986.1.p1	IAXT01002496.1.p1	IAFP01009775.1.p1	IAQC01025160.1.p1	IAPM01042625.1.p1		IAGL01022273.1.p1	ICMU01016395.1.p1	IALM01022743.1.p1	ICBR01035204.1.p1, ICBR01033948.1.p1	IBTW01031685.1.p1	IARK01030359.1.p1	ICDS01000662.1.p1	IAWA01035091.1.p1	IATW01031120.1.p1	IBPN01018975.1.p1, IBPN01028398.1.p1	IBYA01023393.1.p1, IBYA01036847.1.p3, IBYA01039050.1.p2, IBYA01045940.1.p1, IBYA01007177.1.p2	ICHT01010977.1.p1	ICKB01025404.1.p1	IAQN01020159.1.p1	IBJR01004767.1.p1, IBJR01019608.1.p1	ICFA01000386.1.p1	ICAL01011694.1.p1	IBWO01025151.1.p1	IBAR01032173.1.p1	IAHB01033139.1.p1, IAHB01002899.1.p1	IAPP01031467.1.p1	ICHM01001702.1.p1	IAUC01006437.1.p1, IAUC01003665.1.p1	IAXS01035655.1.p1, IAXS01022933.1.p1	IALE01049739.1.p1, IALE01029364.1.p1	GITM01067123.1.p1, GITM01067122.1.p1	IAHF01010330.1.p1	GITN01053712.1.p1	ICFC01020082.1.p1, ICFC01015157.1.p1	ICMP01030775.1.p1	GITO01043139.1.p1	GITP01021380.1.p1, GITP01021388.1.p1	GITQ01049913.1.p1, GITQ01049912.1.p1	IAJJ01039838.1.p1	GITR01094873.1.p1, GITR01094874.1.p1	IBMZ01000985.1.p1, IBMZ01038078.1.p1	ICEL01032061.1.p1, ICEL01011554.1.p1	GJZJ01031402.1.p1, jg29163.t1.p1	IBXZ01036160.1.p1, IBXZ01038934.1.p1, IBXZ01031220.1.p1, IBXZ01025763.1.p1	IAHP01012337.1.p1
