query acc.ver, subject acc.ver, % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score, % positives, query/sbjct frames,,,,,,,,,,,,,,,
XP_021003331.1,XM_054853934.1,57.525,598,251,1,1,598,1912,3696,0,689,75.92,0,1,,,,,,,,,,,,,,
XP_021003331.1,XM_054853934.1,61.037,598,230,1,1,598,37,1821,0,705,75.92,0,1,,,,,,,,,,,,,,
XP_021003331.1,XM_054853934.1,57.525,598,251,1,1,598,1912,3696,0,689,75.92,0,1,,,,,,,,,,,,,,
XP_021003331.1,XM_054853934.1,61.037,598,230,1,1,598,37,1821,0,705,75.92,0,1,,,,,,,,,,,,,,
XP_021003331.1,XM_054853934.1,57.525,598,251,1,1,598,1912,3696,0,689,75.92,0,1,,,,,,,,,,,,,,
XP_021003331.1,XM_054853934.1,61.037,598,230,1,1,598,37,1821,0,705,75.92,0,1,,,,,,,,,,,,,,
XP_021003331.1,XM_054853934.1,57.525,598,251,1,1,598,1912,3696,0,689,75.92,0,1,,,,,,,,,,,,,,
XP_021003331.1,XM_054859596.1,57.018,570,241,2,29,598,88,1785,0,649,73.16,0,1,,,,,,,,,,,,,,
XP_021003331.1,XM_054859596.1,57.018,570,241,2,29,598,88,1785,0,649,73.16,0,1,,,,,,,,,,,,,,
XP_021003331.1,XM_054859596.1,57.018,570,241,2,29,598,88,1785,0,649,73.16,0,1,,,,,,,,,,,,,,
XP_021003331.1,XM_054859596.1,57.018,570,241,2,29,598,88,1785,0,649,73.16,0,1,,,,,,,,,,,,,,
XP_021003331.1,XM_054859596.1,57.018,570,241,2,29,598,88,1785,0,649,73.16,0,1,,,,,,,,,,,,,,
XP_021003393.1,XM_054868121.1,61.667,960,350,9,6,954,158,3016,0,1190,77.29,0,2,,,,,,,,,,,,,,
XP_021003393.1,XM_054853478.1,59.656,989,350,11,6,954,165,3104,0,1160,74.82,0,3,,,,,,,,,,,,,,
XP_021003393.1,XM_054854717.1,38.557,402,228,10,133,524,336,1514,4.35E-76,270,58.46,0,3,,,,,,,,,,,,,,
XP_021003393.1,XM_054863256.1,37.073,410,230,9,142,524,79,1305,1.23E-70,253,55.12,0,1,,,,,,,,,,,,,,
XP_021003393.1,XM_054867470.1,33.929,448,238,17,70,477,1021,2310,8.71E-48,186,47.32,0,1,,,,,,,,,,,,,,
XP_021003393.1,XM_054867879.1,33.448,290,145,9,225,477,16,852,1.11E-32,136,47.24,0,1,,,,,,,,,,,,,,
XP_021003393.1,XM_054859467.1,46.259,147,72,3,179,318,1219,1659,3.41E-27,118,57.82,0,1,,,,,,,,,,,,,,
XP_021003393.1,XM_054861238.1,30.345,145,92,3,373,511,1514,1939,8.15E-10,63.2,46.9,0,2,,,,,,,,,,,,,,
XP_021003393.1,XM_054865187.1,26.786,112,82,0,369,480,935,1270,5.14E-09,60.5,48.21,0,2,,,,,,,,,,,,,,
XP_021003393.1,XM_054852444.1,27.273,121,88,0,356,476,1496,1858,9.19E-09,59.7,44.63,0,2,,,,,,,,,,,,,,
XP_021002837.1,XM_054865666.1,52.068,532,254,1,29,560,345,1937,0,551,69.36,0,3,,,,,,,,,,,,,,
XP_021002837.1,XM_054865667.1,52.068,532,254,1,29,560,318,1910,0,551,69.36,0,3,,,,,,,,,,,,,,
XP_021002837.1,XM_054865680.1,47.133,558,262,5,30,558,618,2279,7.88E-176,516,65.77,0,3,,,,,,,,,,,,,,
XP_021002837.1,XM_054865679.1,47.048,559,262,5,30,558,618,2282,1.09E-175,516,65.65,0,3,,,,,,,,,,,,,,
XP_021002837.1,XM_054857272.1,45.437,526,249,6,30,553,217,1686,4.22E-151,458,64.64,0,1,,,,,,,,,,,,,,
XP_021002837.1,XM_054865337.1,43.684,570,264,8,30,551,808,2490,2.33E-150,453,61.58,0,1,,,,,,,,,,,,,,
XP_021002837.1,XM_054865594.1,41.828,569,282,7,23,551,208,1887,2.07E-144,431,57.47,0,1,,,,,,,,,,,,,,
XP_021002837.1,XM_054865639.1,42.382,571,275,10,23,551,189,1865,8.40E-139,420,57.79,0,3,,,,,,,,,,,,,,
XP_021002837.1,XM_054852807.1,41.758,546,286,10,26,551,132,1733,5.67E-136,409,58.24,0,3,,,,,,,,,,,,,,
XP_021002837.1,XM_054852808.1,41.758,546,286,10,26,551,193,1794,9.78E-136,409,58.24,0,1,,,,,,,,,,,,,,
XP_021003085.1,XM_054855017.1,82.779,662,114,0,17,678,61,2046,0,1148,91.84,0,1,,,,,,,,,,,,,,
XP_021003085.1,XM_054858165.1,38.244,672,376,14,25,672,906,2876,5.07E-135,436,56.1,0,3,,,,,,,,,,,,,,
XP_021003085.1,XM_054858165.1,40,255,152,1,10,264,54,815,1.21E-50,191,55.69,0,3,,,,,,,,,,,,,,
XP_021003085.1,XM_054860013.1,33.714,700,392,12,18,651,94,2175,1.62E-119,387,50.71,0,1,,,,,,,,,,,,,,
XP_021003085.1,XM_054866035.1,32.229,664,399,15,14,651,101,2017,2.64E-91,311,49.1,0,2,,,,,,,,,,,,,,
XP_021003085.1,XM_054866036.1,37.278,169,104,1,15,183,113,613,2.12E-35,133,58.58,0,2,,,,,,,,,,,,,,
XP_021003148.1,XM_054856341.1,77.564,468,103,2,1,466,289,1692,0,753,88.25,0,1,,,,,,,,,,,,,,
XP_021003148.1,XM_054856341.1,77.564,468,103,2,1,466,289,1692,0,753,88.25,0,1,,,,,,,,,,,,,,
XP_021003148.1,XM_054856342.1,77.564,468,103,2,1,466,277,1680,0,753,88.25,0,1,,,,,,,,,,,,,,
XP_021003148.1,XM_054856342.1,77.564,468,103,2,1,466,277,1680,0,753,88.25,0,1,,,,,,,,,,,,,,
XP_021003148.1,XM_054856343.1,77.564,468,103,2,1,466,272,1675,0,753,88.25,0,2,,,,,,,,,,,,,,
XP_021003148.1,XM_054856343.1,77.564,468,103,2,1,466,272,1675,0,753,88.25,0,2,,,,,,,,,,,,,,
XP_021003148.1,XM_054856344.1,77.564,468,103,2,1,466,171,1574,0,751,88.25,0,3,,,,,,,,,,,,,,
XP_021003148.1,XM_054856344.1,77.564,468,103,2,1,466,171,1574,0,751,88.25,0,3,,,,,,,,,,,,,,
XP_021003148.1,XM_054864332.1,42.093,430,239,6,37,462,161,1432,8.77E-123,367,64.19,0,2,,,,,,,,,,,,,,
XP_021003148.1,XM_054864332.1,42.093,430,239,6,37,462,161,1432,8.77E-123,367,64.19,0,2,,,,,,,,,,,,,,
XP_021003148.1,XM_054856341.1,77.564,468,103,2,1,466,289,1692,0,753,88.25,0,1,,,,,,,,,,,,,,
XP_021003148.1,XM_054856341.1,77.564,468,103,2,1,466,289,1692,0,753,88.25,0,1,,,,,,,,,,,,,,
XP_021003148.1,XM_054856342.1,77.564,468,103,2,1,466,277,1680,0,753,88.25,0,1,,,,,,,,,,,,,,
XP_021003148.1,XM_054856342.1,77.564,468,103,2,1,466,277,1680,0,753,88.25,0,1,,,,,,,,,,,,,,
XP_021003148.1,XM_054856343.1,77.564,468,103,2,1,466,272,1675,0,753,88.25,0,2,,,,,,,,,,,,,,
XP_021003148.1,XM_054856343.1,77.564,468,103,2,1,466,272,1675,0,753,88.25,0,2,,,,,,,,,,,,,,
XP_021003148.1,XM_054856344.1,77.564,468,103,2,1,466,171,1574,0,751,88.25,0,3,,,,,,,,,,,,,,
XP_021003148.1,XM_054856344.1,77.564,468,103,2,1,466,171,1574,0,751,88.25,0,3,,,,,,,,,,,,,,
XP_021003148.1,XM_054864332.1,42.093,430,239,6,37,462,161,1432,8.77E-123,367,64.19,0,2,,,,,,,,,,,,,,
XP_021003148.1,XM_054864332.1,42.093,430,239,6,37,462,161,1432,8.77E-123,367,64.19,0,2,,,,,,,,,,,,,,
XP_021003174.1,XM_054859268.1,83.452,423,70,0,1,423,16,1284,0,713,91.73,0,1,,,,,,,,,,,,,,
XP_021003174.1,XM_054863004.1,47.188,409,216,0,1,409,340,1566,3.02E-129,383,68.46,0,1,,,,,,,,,,,,,,
XP_021003174.1,XM_054863001.1,45.913,416,213,2,1,409,421,1653,7.75E-124,370,62.98,0,1,,,,,,,,,,,,,,
XP_021003174.1,XM_054862139.1,44.471,416,222,3,1,413,429,1658,6.16E-115,350,64.42,0,3,,,,,,,,,,,,,,
XP_021003174.1,XM_054862138.1,44.471,416,222,3,1,413,625,1854,3.16E-114,350,64.42,0,1,,,,,,,,,,,,,,
XP_021003174.1,XM_054859902.1,47.826,414,207,5,1,407,454,1689,2.62E-113,348,64.25,0,1,,,,,,,,,,,,,,
XP_021003174.1,XM_054862208.1,41.487,417,243,1,1,417,408,1655,5.55E-97,305,61.87,0,3,,,,,,,,,,,,,,
XP_021003174.1,XM_054862209.1,41.487,417,243,1,1,417,490,1737,1.05E-96,305,61.87,0,1,,,,,,,,,,,,,,
XP_021003174.1,XM_054862210.1,41.487,417,243,1,1,417,532,1779,1.39E-96,305,61.87,0,1,,,,,,,,,,,,,,
XP_021003174.1,XM_054859362.1,44.444,414,222,5,1,412,409,1632,4.76E-92,288,60.14,0,1,,,,,,,,,,,,,,
XP_021003324.1,XM_054864411.1,53.333,45,21,0,38,82,353,487,1.69E-13,62,77.78,0,2,,,,,,,,,,,,,,
XP_021003324.1,XM_054864411.1,39.583,48,29,0,35,82,155,298,3.19E-05,40,50,0,2,,,,,,,,,,,,,,
XP_021003324.1,XM_054855710.1,54.167,48,21,1,36,82,427,570,5.91E-13,61.2,66.67,0,1,,,,,,,,,,,,,,
XP_021003324.1,XM_054864345.1,46.512,43,23,0,34,76,475,603,6.00E-12,58.5,76.74,0,1,,,,,,,,,,,,,,
XP_021003324.1,XM_054864345.1,41.667,48,28,0,35,82,298,441,2.65E-06,43.1,52.08,0,1,,,,,,,,,,,,,,
XP_021003324.1,XM_054864346.1,46.512,43,23,0,34,76,466,594,7.23E-12,58.2,76.74,0,1,,,,,,,,,,,,,,
XP_021003324.1,XM_054864346.1,44.186,43,24,0,35,77,289,417,3.84E-06,42.7,55.81,0,1,,,,,,,,,,,,,,
XP_021003324.1,XM_054866759.1,53.191,47,20,1,38,82,496,636,3.44E-11,57.4,68.09,0,1,,,,,,,,,,,,,,
XP_021003324.1,XM_054866759.1,40,50,23,3,38,82,1291,1434,9.64E-05,38.9,58,0,1,,,,,,,,,,,,,,
XP_021003324.1,XM_054863338.1,42,50,28,1,34,82,1234,1383,3.05E-09,51.6,56,0,1,,,,,,,,,,,,,,
XP_021003324.1,XM_054862598.1,36.585,41,26,0,36,76,361,483,1.27E-05,41.2,60.98,0,1,,,,,,,,,,,,,,
XP_021003324.1,XM_054862598.1,43.333,30,17,0,40,69,193,282,0.002,35.4,60,0,1,,,,,,,,,,,,,,
XP_021003324.1,XM_054860006.1,38.776,49,28,1,34,82,344,484,9.55E-05,38.9,44.9,0,2,,,,,,,,,,,,,,
XP_021003324.1,XM_054866758.1,40,50,23,3,38,82,85,228,1.13E-04,38.9,58,0,1,,,,,,,,,,,,,,
XP_021003324.1,XM_054861081.1,40.625,32,19,0,41,72,377,472,0.009,33.1,56.25,0,2,,,,,,,,,,,,,,
XP_021003546.1,XM_054863001.1,73.348,454,121,0,1,454,304,1665,0,664,86.34,0,1,,,,,,,,,,,,,,
XP_021003546.1,XM_054863004.1,45.657,449,242,1,3,451,229,1569,1.06E-130,388,67.93,0,1,,,,,,,,,,,,,,
XP_021003546.1,XM_054859268.1,44.417,403,222,1,48,450,40,1242,1.02E-121,362,65.51,0,1,,,,,,,,,,,,,,
XP_021003546.1,XM_054859902.1,45,460,230,9,1,447,337,1686,9.70E-113,348,64.35,0,1,,,,,,,,,,,,,,
XP_021003546.1,XM_054862139.1,43.207,449,248,4,3,450,318,1646,1.03E-107,332,62.81,0,3,,,,,,,,,,,,,,
XP_021003546.1,XM_054862138.1,43.207,449,248,4,3,450,514,1842,5.92E-107,332,62.81,0,1,,,,,,,,,,,,,,
XP_021003546.1,XM_054862208.1,39.648,454,265,5,1,451,291,1634,4.29E-90,288,60.35,0,3,,,,,,,,,,,,,,
XP_021003546.1,XM_054862209.1,39.648,454,265,5,1,451,373,1716,8.48E-90,288,60.35,0,1,,,,,,,,,,,,,,
XP_021003546.1,XM_054862210.1,39.648,454,265,5,1,451,415,1758,1.11E-89,288,60.35,0,1,,,,,,,,,,,,,,
XP_021003546.1,XM_054858229.1,39.78,455,264,5,1,453,479,1819,5.56E-87,288,58.68,0,2,,,,,,,,,,,,,,
XP_015917985.2,XM_054867545.1,66.28,1293,415,9,16,1299,207,4049,0,1567,79.89,0,3,,,,,,,,,,,,,,
XP_015917985.2,XM_054865742.1,51.724,1305,563,18,28,1293,389,4219,0,1142,68.2,0,2,,,,,,,,,,,,,,
XP_015917985.2,XM_054865741.1,51.531,1306,565,18,28,1293,389,4222,0,1141,67.76,0,2,,,,,,,,,,,,,,
XP_015917985.2,XM_054865743.1,51.969,1270,567,17,28,1293,407,4099,0,1124,68.98,0,2,,,,,,,,,,,,,,
XP_015917985.2,XM_054863528.1,46.872,943,463,17,365,1290,1042,3807,0,703,65.85,0,1,,,,,,,,,,,,,,
XP_015917985.2,XM_054863528.1,31.837,245,141,8,25,264,193,864,1.73E-31,135,50.61,0,1,,,,,,,,,,,,,,
XP_015917985.2,XM_054859282.1,22.759,435,275,10,849,1282,1556,2680,3.53E-14,78.6,46.9,0,2,,,,,,,,,,,,,,
XP_015917985.2,XM_054863859.1,27.778,180,128,2,1100,1279,1563,2096,7.60E-13,73.9,58.89,0,3,,,,,,,,,,,,,,
XP_021003775.1,XM_054851527.1,79.787,564,102,2,26,589,254,1909,0,944,89.36,0,2,,,,,,,,,,,,,,
XP_021003775.1,XM_054856078.1,42.164,536,279,9,63,587,239,1786,1.11E-129,418,57.65,0,2,,,,,,,,,,,,,,
XP_021003775.1,XM_054865635.1,41.328,542,278,12,64,590,160,1710,5.85E-129,390,57.93,0,1,,,,,,,,,,,,,,
XP_021003775.1,XM_054853401.1,42.035,521,279,8,72,585,241,1755,1.54E-128,390,57.77,0,1,,,,,,,,,,,,,,
XP_021003775.1,XM_054865707.1,41.346,520,286,7,71,585,309,1826,4.47E-127,389,58.27,0,3,,,,,,,,,,,,,,
XP_021003775.1,XM_054865930.1,40.797,527,286,8,69,587,153,1679,1.93E-124,379,57.69,0,3,,,,,,,,,,,,,,
XP_021003775.1,XM_054863906.1,39.612,515,285,8,76,585,624,2105,1.70E-116,375,58.64,0,3,,,,,,,,,,,,,,
XP_021003775.1,XM_054868533.1,39.754,488,266,10,103,584,309,1706,2.00E-114,356,59.22,0,3,,,,,,,,,,,,,,
XP_021003775.1,XM_054868530.1,39.754,488,266,10,103,584,614,2011,5.88E-113,355,59.22,0,2,,,,,,,,,,,,,,
XP_021003775.1,XM_054861241.1,40.607,527,273,15,74,587,829,2328,9.19E-113,365,58.82,0,1,,,,,,,,,,,,,,
XP_021004328.1,XM_054865590.1,28.049,164,115,1,1,161,47,538,1.29E-07,58.9,48.78,0,2,,,,,,,,,,,,,,
XP_021004328.1,XM_054865590.1,28.049,164,115,1,1,161,47,538,1.29E-07,58.9,48.78,0,2,,,,,,,,,,,,,,
XP_021004328.1,XM_054865590.1,28.049,164,115,1,1,161,47,538,1.29E-07,58.9,48.78,0,2,,,,,,,,,,,,,,
XP_021004328.1,XM_054865590.1,28.049,164,115,1,1,161,47,538,1.29E-07,58.9,48.78,0,2,,,,,,,,,,,,,,
XP_015917977.2,XM_054858480.1,77.751,418,92,1,1,417,169,1422,0,671,88.28,0,1,,,,,,,,,,,,,,
XP_015917977.2,XM_054858480.1,71.223,139,38,2,547,685,1819,2229,1.15E-36,148,84.17,0,1,,,,,,,,,,,,,,
XP_015917977.2,XM_054855447.1,52.513,398,174,6,28,417,28,1200,8.28E-137,421,71.86,0,1,,,,,,,,,,,,,,
XP_015917977.2,XM_054855447.1,53.061,98,44,2,547,643,1591,1881,1.70E-16,84,72.45,0,1,,,,,,,,,,,,,,
XP_015917977.2,XM_054857279.1,44.479,317,170,3,13,324,198,1145,7.78E-84,280,63.09,0,3,,,,,,,,,,,,,,
XP_015917977.2,XM_054859675.1,43.533,317,174,2,8,319,281,1231,6.43E-80,280,61.83,0,2,,,,,,,,,,,,,,
XP_015917977.2,XM_054859674.1,43.533,317,174,2,8,319,281,1231,6.61E-80,280,61.83,0,2,,,,,,,,,,,,,,
XP_015917977.2,XM_054868819.1,39.286,336,187,6,4,325,10,1008,2.05E-72,244,58.63,0,1,,,,,,,,,,,,,,
XP_015917977.2,XM_054850305.1,39.815,324,184,4,9,325,232,1191,3.50E-72,246,59.57,0,1,,,,,,,,,,,,,,
XP_015917977.2,XM_054863188.1,40.19,316,186,2,7,320,241,1185,4.87E-71,253,60.76,0,1,,,,,,,,,,,,,,
XP_015917977.2,XM_054854819.1,39.937,318,188,2,8,323,301,1251,8.09E-70,250,60.38,0,1,,,,,,,,,,,,,,
XP_015917977.2,XM_054854820.1,39.937,318,188,2,8,323,329,1279,8.97E-70,250,60.38,0,2,,,,,,,,,,,,,,
XP_021000539.1,XM_054868421.1,42.424,165,87,2,21,177,328,822,4.16E-36,129,53.94,0,1,,,,,,,,,,,,,,
XP_021000539.1,XM_054868421.1,42.945,163,70,8,2,159,52,486,1.02E-24,99,52.76,0,1,,,,,,,,,,,,,,
XP_021000539.1,XM_054868421.1,41.045,134,67,3,26,159,631,996,7.82E-23,94,55.22,0,1,,,,,,,,,,,,,,
XP_021000539.1,XM_054868421.1,49.254,67,31,2,106,171,109,303,3.74E-13,66.6,68.66,0,1,,,,,,,,,,,,,,
XP_021000539.1,XM_054868421.1,50,54,25,2,21,73,841,999,4.33E-07,48.9,59.26,0,1,,,,,,,,,,,,,,
XP_021000539.1,XM_054868420.1,42.424,165,87,2,21,177,381,875,6.39E-36,129,53.94,0,3,,,,,,,,,,,,,,
XP_021000539.1,XM_054868420.1,42.331,163,71,8,2,159,105,539,1.04E-23,96.3,52.15,0,3,,,,,,,,,,,,,,
XP_021000539.1,XM_054868420.1,41.045,134,67,3,26,159,684,1049,9.11E-23,94,55.22,0,3,,,,,,,,,,,,,,
XP_021000539.1,XM_054868420.1,49.254,67,31,2,106,171,162,356,4.16E-13,66.6,68.66,0,3,,,,,,,,,,,,,,
XP_021000539.1,XM_054868420.1,50,54,25,2,21,73,894,1052,4.48E-07,48.9,59.26,0,3,,,,,,,,,,,,,,
XP_021000539.1,XM_054868380.1,32.68,153,82,3,26,178,390,785,2.66E-15,72,43.79,0,3,,,,,,,,,,,,,,
XP_021000539.1,XM_054868380.1,30.233,129,71,4,44,153,123,509,1.88E-08,52.8,42.64,0,3,,,,,,,,,,,,,,
XP_021000539.1,XM_054862689.1,35.514,107,60,3,26,132,371,664,2.23E-10,58.2,44.86,0,2,,,,,,,,,,,,,,
XP_021000539.1,XM_054862689.1,30.864,162,86,5,1,156,62,487,4.80E-08,51.6,37.04,0,2,,,,,,,,,,,,,,
XP_021000539.1,XM_054868455.1,37.363,91,53,3,43,133,422,682,2.62E-10,58.2,50.55,0,2,,,,,,,,,,,,,,
XP_021000539.1,XM_054868455.1,32.386,176,82,8,5,174,131,565,2.21E-09,55.5,41.48,0,2,,,,,,,,,,,,,,
XP_021000539.1,XM_054856040.1,28.966,145,83,6,1,132,136,549,7.21E-07,47.8,41.38,0,1,,,,,,,,,,,,,,
XP_021000539.1,XM_054856039.1,29.412,136,83,5,3,132,166,552,1.66E-06,47,41.18,0,1,,,,,,,,,,,,,,
XP_021000539.1,XM_054853965.1,28.723,94,62,2,43,131,12,293,7.62E-04,38.1,36.17,0,3,,,,,,,,,,,,,,
XP_021000539.1,XM_054853964.1,28.723,94,62,2,43,131,12,293,8.18E-04,38.1,36.17,0,3,,,,,,,,,,,,,,
XP_021000539.1,XR_008581540.1,28.986,69,48,1,2,70,134,337,0.008,35,44.93,0,2,,,,,,,,,,,,,,
XP_021000706.1,XM_054853318.1,76.452,310,72,1,3,312,1339,2265,7.54E-152,451,88.71,0,1,,,,,,,,,,,,,,
XP_021000706.1,XM_054853572.1,59.387,261,100,2,54,312,234,1004,3.82E-102,303,80.08,0,3,,,,,,,,,,,,,,
XP_021000823.1,XM_054860247.1,43.59,234,129,2,7,239,86,781,2.25E-61,194,63.25,0,2,,,,,,,,,,,,,,
XP_021000823.1,XM_054860247.1,43.59,234,129,2,7,239,86,781,2.25E-61,194,63.25,0,2,,,,,,,,,,,,,,
XP_021000823.1,XM_054860642.1,41.532,248,138,5,1,245,64,795,5.53E-58,187,60.48,0,1,,,,,,,,,,,,,,
XP_021000823.1,XM_054860642.1,41.532,248,138,5,1,245,64,795,5.53E-58,187,60.48,0,1,,,,,,,,,,,,,,
XP_021000823.1,XM_054860640.1,43.802,242,129,5,7,245,70,783,2.76E-57,184,59.92,0,1,,,,,,,,,,,,,,
XP_021000823.1,XM_054860640.1,43.802,242,129,5,7,245,70,783,2.76E-57,184,59.92,0,1,,,,,,,,,,,,,,
XP_021000823.1,XM_054861622.1,43.802,242,129,4,7,245,76,789,5.11E-57,190,62.4,0,1,,,,,,,,,,,,,,
XP_021000823.1,XM_054861622.1,41.25,240,138,2,7,245,904,1617,9.89E-57,189,62.92,0,1,,,,,,,,,,,,,,
XP_021000823.1,XM_054861622.1,43.802,242,129,4,7,245,76,789,5.11E-57,190,62.4,0,1,,,,,,,,,,,,,,
XP_021000823.1,XM_054861622.1,41.25,240,138,2,7,245,904,1617,9.89E-57,189,62.92,0,1,,,,,,,,,,,,,,
XP_021000823.1,XM_054861036.1,40.756,238,139,2,4,240,50,760,9.30E-56,181,60.08,0,2,,,,,,,,,,,,,,
XP_021000823.1,XM_054861036.1,40.756,238,139,2,4,240,50,760,9.30E-56,181,60.08,0,2,,,,,,,,,,,,,,
XP_021000823.1,XM_054860247.1,43.59,234,129,2,7,239,86,781,2.25E-61,194,63.25,0,2,,,,,,,,,,,,,,
XP_021000823.1,XM_054860247.1,43.59,234,129,2,7,239,86,781,2.25E-61,194,63.25,0,2,,,,,,,,,,,,,,
XP_021000823.1,XM_054860642.1,41.532,248,138,5,1,245,64,795,5.53E-58,187,60.48,0,1,,,,,,,,,,,,,,
XP_021000823.1,XM_054860642.1,41.532,248,138,5,1,245,64,795,5.53E-58,187,60.48,0,1,,,,,,,,,,,,,,
XP_021000823.1,XM_054860640.1,43.802,242,129,5,7,245,70,783,2.76E-57,184,59.92,0,1,,,,,,,,,,,,,,
XP_021000823.1,XM_054860640.1,43.802,242,129,5,7,245,70,783,2.76E-57,184,59.92,0,1,,,,,,,,,,,,,,
XP_021000823.1,XM_054861622.1,43.802,242,129,4,7,245,76,789,5.11E-57,190,62.4,0,1,,,,,,,,,,,,,,
XP_021000823.1,XM_054861622.1,41.25,240,138,2,7,245,904,1617,9.89E-57,189,62.92,0,1,,,,,,,,,,,,,,
XP_021000823.1,XM_054861622.1,43.802,242,129,4,7,245,76,789,5.11E-57,190,62.4,0,1,,,,,,,,,,,,,,
XP_021000823.1,XM_054861622.1,41.25,240,138,2,7,245,904,1617,9.89E-57,189,62.92,0,1,,,,,,,,,,,,,,
XP_021000823.1,XM_054861036.1,40.756,238,139,2,4,240,50,760,9.30E-56,181,60.08,0,2,,,,,,,,,,,,,,
XP_021000823.1,XM_054861036.1,40.756,238,139,2,4,240,50,760,9.30E-56,181,60.08,0,2,,,,,,,,,,,,,,
XP_021001090.1,XM_054863222.1,43.137,204,114,1,15,218,919,1524,1.79E-55,185,62.75,0,1,,,,,,,,,,,,,,
XP_021001090.1,XM_054857042.1,42.347,196,112,1,20,215,394,978,1.65E-51,171,61.73,0,1,,,,,,,,,,,,,,
XP_021001090.1,XM_054855341.1,44.571,175,95,1,20,194,193,711,1.82E-50,164,65.14,0,1,,,,,,,,,,,,,,
XP_021001090.1,XM_054862541.1,34.574,188,107,4,36,215,2048,1509,7.44E-27,107,51.6,0,-1,,,,,,,,,,,,,,
XP_021001090.1,XM_054858617.1,41.045,134,73,1,32,165,2674,3057,2.43E-24,100,61.19,0,1,,,,,,,,,,,,,,
XP_021001090.1,XM_054866009.1,36.842,133,82,2,32,164,13,405,5.88E-20,87.8,57.14,0,1,,,,,,,,,,,,,,
XP_021001090.1,XM_054864955.1,47.5,80,42,0,20,99,577,816,8.21E-19,82.8,67.5,0,1,,,,,,,,,,,,,,
XP_021001090.1,XM_054854756.1,33.333,117,77,1,50,165,3033,2683,7.17E-18,82,54.7,0,-2,,,,,,,,,,,,,,
XP_021001090.1,XM_054867118.1,43.119,109,55,2,58,166,55,360,1.01E-17,81.3,59.63,0,1,,,,,,,,,,,,,,
XP_021001090.1,XM_054858308.1,36.607,112,69,1,104,215,2566,2237,3.92E-17,79.7,56.25,0,-2,,,,,,,,,,,,,,
XP_021001134.1,XM_054863347.1,32.836,67,43,2,153,218,3094,3291,8.14E-04,42,47.76,0,1,,,,,,,,,,,,,,
XP_021001134.1,XM_054860884.1,37.5,48,30,0,162,209,1033,1176,0.001,40.8,47.92,0,1,,,,,,,,,,,,,,
XP_021001134.1,XM_054860333.1,37.5,48,30,0,162,209,1699,1842,0.002,40.4,47.92,0,1,,,,,,,,,,,,,,
XP_021001134.1,XM_054860332.1,37.5,48,30,0,162,209,1712,1855,0.002,40.4,47.92,0,2,,,,,,,,,,,,,,
XP_021001134.1,XM_054860330.1,37.5,48,30,0,162,209,1788,1931,0.002,40.4,47.92,0,3,,,,,,,,,,,,,,
XP_021001134.1,XM_054860331.1,37.5,48,30,0,162,209,1788,1931,0.002,40.4,47.92,0,3,,,,,,,,,,,,,,
XP_021001134.1,XM_054855087.1,31.915,47,32,0,163,209,1438,1578,0.003,40,51.06,0,1,,,,,,,,,,,,,,
XP_021001134.1,XM_054864461.1,38.298,47,25,1,165,207,544,684,0.029,37,51.06,0,1,,,,,,,,,,,,,,
XP_021001134.1,XM_054852075.1,36.957,46,29,0,163,208,58,195,0.047,36.2,50,0,1,,,,,,,,,,,,,,
XP_021001643.1,XM_054859849.1,37.438,203,119,2,10,209,269,862,6.64E-36,129,56.16,0,2,,,,,,,,,,,,,,
XP_021001643.1,XM_054851906.1,40.642,187,109,2,11,197,307,861,4.70E-32,120,59.36,0,1,,,,,,,,,,,,,,
XP_021001643.1,XM_054851905.1,40.884,181,105,2,11,191,301,837,3.35E-31,118,59.12,0,1,,,,,,,,,,,,,,
XP_021001643.1,XM_054850413.1,37.931,203,118,6,8,207,226,819,1.94E-30,118,59.61,0,1,,,,,,,,,,,,,,
XP_021001643.1,XM_054850414.1,40,195,109,5,11,202,231,800,2.02E-30,118,58.46,0,3,,,,,,,,,,,,,,
XP_021001643.1,XM_054850411.1,37.931,203,118,6,8,207,384,977,2.20E-30,118,59.61,0,3,,,,,,,,,,,,,,
XP_021001643.1,XM_054850412.1,37.931,203,118,6,8,207,587,1180,2.39E-30,118,59.61,0,2,,,,,,,,,,,,,,
XP_021001643.1,XM_054856861.1,38.278,209,116,5,10,211,201,809,1.02E-29,115,57.42,0,3,,,,,,,,,,,,,,
XP_021001643.1,XM_054850941.1,38.191,199,117,5,11,207,249,833,1.05E-29,116,59.3,0,3,,,,,,,,,,,,,,
XP_021001643.1,XM_054850941.1,38.298,188,100,5,11,191,1053,1589,9.17E-27,108,59.04,0,3,,,,,,,,,,,,,,
XP_021001643.1,XM_054850421.1,40.449,178,100,3,11,186,179,700,1.85E-29,112,57.3,0,2,,,,,,,,,,,,,,
XP_021002056.1,XM_054863387.1,81.455,1704,272,22,31,1708,1000,6057,0,2460,88.79,0,1,,,,,,,,,,,,,,
XP_021002056.1,XM_054853784.1,40.252,477,254,6,38,502,1148,2521,3.48E-104,372,61.43,0,2,,,,,,,,,,,,,,
XP_021002056.1,XM_054853784.1,31.818,176,115,3,667,841,3596,4111,1.32E-22,106,53.98,0,2,,,,,,,,,,,,,,
