HOG	OG	Best_hit	Subject_id	Gene	Db_xref	Protein	Protein_id	Location	Gbkey	E_val	iden	len	Coords
N5.HOG0068633	OG0008556	gnl|BL_ORD_ID|12628 lcl|NC_092207.1_cds_XP_015923765.2_12629 [gene=LOC107452008] [db_xref=GeneID:107452008] [protein=katanin p60 ATPase-containing subunit A-like 2] [protein_id=XP_015923765.2] [location=complement(96828416..96829831)] [gbkey=CDS]	gnl|BL_ORD_ID|12628 lcl|NC_092207.1_cds_XP_015923765.2_12629	LOC107452008	GeneID:107452008	katanin p60 ATPase-containing subunit A-like 2	XP_015923765.2	complement(96828416..96829831)	CDS	2.09941e-25	177	300	[1, 300]
N5.HOG0068634	OG0008557	gnl|BL_ORD_ID|33311 lcl|NC_092215.1_cds_XP_042897276.1_33312 [gene=LOC107453373] [db_xref=GeneID:107453373] [protein=transmembrane protein 185A] [protein_id=XP_042897276.1] [location=complement(join(55659140..55659348,55662876..55662999,55666886..55667062,55671328..55671411,55672055..55672262,55673895..55674071,55680824..55680861))] [gbkey=CDS]	gnl|BL_ORD_ID|33311 lcl|NC_092215.1_cds_XP_042897276.1_33312	LOC107453373	GeneID:107453373	transmembrane protein 185A	XP_042897276.1	complement(join(55659140..55659348,55662876..55662999,55666886..55667062,55671328..55671411,55672055..55672262,55673895..55674071,55680824..55680861))	CDS	1.2258e-179	873	1008	[40, 1017]
N5.HOG0068637	OG0008558	gnl|BL_ORD_ID|23640 lcl|NC_092211.1_cds_XP_015930354.1_23641 [gene=LOC107456893] [db_xref=GeneID:107456893] [protein=transcriptional repressor scratch 2] [protein_id=XP_015930354.1] [location=complement(join(82604794..82605686,82700340..82700475))] [gbkey=CDS]	gnl|BL_ORD_ID|23640 lcl|NC_092211.1_cds_XP_015930354.1_23641	LOC107456893	GeneID:107456893	transcriptional repressor scratch 2	XP_015930354.1	complement(join(82604794..82605686,82700340..82700475))	CDS	1.55832e-07	87	225	[691, 894]
N5.HOG0068653	OG0008560	gnl|BL_ORD_ID|8607 lcl|NC_092206.1_cds_XP_015916127.1_8608 [gene=LOC107446081] [db_xref=GeneID:107446081] [protein=uncharacterized protein isoform X2] [protein_id=XP_015916127.1] [location=complement(join(74099142..74099201,74100294..74100362,74102203..74102286,74102373..74102452,74103005..74103170,74103513..74103583,74104320..74104413,74104851..74104945,74105348..74105478,74106589..74106683,74108533..74108609,74108705..74108779,74110071..74110131,74111211..74111284,74112817..74112950,74115275..74115369,74116134..74116210,74117100..74117183,74118272..74118305,74118790..74118828,74119710..74119786,74119955..74120088,74121908..74122002,74122905..74122987,74125654..74125797,74127563..74127854))] [gbkey=CDS]	gnl|BL_ORD_ID|8607 lcl|NC_092206.1_cds_XP_015916127.1_8608	LOC107446081	GeneID:107446081	uncharacterized protein isoform X2	XP_015916127.1	complement(join(74099142..74099201,74100294..74100362,74102203..74102286,74102373..74102452,74103005..74103170,74103513..74103583,74104320..74104413,74104851..74104945,74105348..74105478,74106589..74106683,74108533..74108609,74108705..74108779,74110071..74110131,74111211..74111284,74112817..74112950,74115275..74115369,74116134..74116210,74117100..74117183,74118272..74118305,74118790..74118828,74119710..74119786,74119955..74120088,74121908..74122002,74122905..74122987,74125654..74125797,74127563..74127854))	CDS	3.45148e-13	246	969	[919, 1860]
N5.HOG0068656	OG0008561	gnl|BL_ORD_ID|15655 lcl|NC_092208.1_cds_XP_015911153.1_15656 [gene=LOC107442175] [db_xref=GeneID:107442175] [protein=bone morphogenetic protein 2-A] [protein_id=XP_015911153.1] [location=complement(join(91203910..91204035,91207471..91207616,91208895..91209104,91209187..91209387,91215103..91215315,91216714..91216910,91222398..91222621))] [gbkey=CDS]	gnl|BL_ORD_ID|15655 lcl|NC_092208.1_cds_XP_015911153.1_15656	LOC107442175	GeneID:107442175	bone morphogenetic protein 2-A	XP_015911153.1	complement(join(91203910..91204035,91207471..91207616,91208895..91209104,91209187..91209387,91215103..91215315,91216714..91216910,91222398..91222621))	CDS	9.74283e-36	168	315	[565, 870]
N5.HOG0068677	OG0008564	gnl|BL_ORD_ID|30759 lcl|NC_092214.1_cds_XP_015918434.1_30760 [gene=LOC107447908] [db_xref=GeneID:107447908] [protein=glutamate decarboxylase] [protein_id=XP_015918434.1] [location=complement(join(23679508..23679629,23681327..23681378,23681874..23682018,23683526..23683575,23685730..23685797,23686627..23686708,23689549..23689627,23692530..23692594,23694122..23694189,23696236..23696339,23697137..23697216,23697368..23697486,23699795..23699901,23701205..23701295,23729691..23729930,23742470..23742515))] [gbkey=CDS]	gnl|BL_ORD_ID|30759 lcl|NC_092214.1_cds_XP_015918434.1_30760	LOC107447908	GeneID:107447908	glutamate decarboxylase	XP_015918434.1	complement(join(23679508..23679629,23681327..23681378,23681874..23682018,23683526..23683575,23685730..23685797,23686627..23686708,23689549..23689627,23692530..23692594,23694122..23694189,23696236..23696339,23697137..23697216,23697368..23697486,23699795..23699901,23701205..23701295,23729691..23729930,23742470..23742515))	CDS	0.0	1215	1524	[1, 1518]
N5.HOG0068683	OG0008565	gnl|BL_ORD_ID|21165 lcl|NC_092210.1_cds_XP_015927516.2_21166 [gene=LOC107454750] [db_xref=GeneID:107454750] [protein=uncharacterized protein] [protein_id=XP_015927516.2] [location=complement(join(76567219..76567416,76569722..76569828,76590668..76590857,76592089..76592394,76599502..76599658,76602310..76602474,76607856..76607938))] [gbkey=CDS]	gnl|BL_ORD_ID|21165 lcl|NC_092210.1_cds_XP_015927516.2_21166	LOC107454750	GeneID:107454750	uncharacterized protein	XP_015927516.2	complement(join(76567219..76567416,76569722..76569828,76590668..76590857,76592089..76592394,76599502..76599658,76602310..76602474,76607856..76607938))	CDS	1.71088e-150	699	1179	[43, 1206]
N5.HOG0068688	OG0008566	gnl|BL_ORD_ID|627 lcl|NC_092204.1_cds_XP_071033962.1_628 [gene=LOC107446359] [db_xref=GeneID:107446359] [protein=uncharacterized protein] [protein_id=XP_071033962.1] [location=complement(join(27307455..27308119,27309554..27309720,27310766..27310995,27312647..27312850))] [gbkey=CDS]	gnl|BL_ORD_ID|627 lcl|NC_092204.1_cds_XP_071033962.1_628	LOC107446359	GeneID:107446359	uncharacterized protein	XP_071033962.1	complement(join(27307455..27308119,27309554..27309720,27310766..27310995,27312647..27312850))	CDS	0.0	1086	1233	[4, 1221]
N5.HOG0068689	OG0008566	gnl|BL_ORD_ID|627 lcl|NC_092204.1_cds_XP_071033962.1_628 [gene=LOC107446359] [db_xref=GeneID:107446359] [protein=uncharacterized protein] [protein_id=XP_071033962.1] [location=complement(join(27307455..27308119,27309554..27309720,27310766..27310995,27312647..27312850))] [gbkey=CDS]	gnl|BL_ORD_ID|627 lcl|NC_092204.1_cds_XP_071033962.1_628	LOC107446359	GeneID:107446359	uncharacterized protein	XP_071033962.1	complement(join(27307455..27308119,27309554..27309720,27310766..27310995,27312647..27312850))	CDS	1.68462e-138	576	600	[4, 600]
N5.HOG0068691	OG0008567	gnl|BL_ORD_ID|12790 lcl|NC_092207.1_cds_XP_042902205.1_12791 [gene=LOC107450077] [db_xref=GeneID:107450077] [protein=intersectin-1 isoform X2] [protein_id=XP_042902205.1] [location=join(100520493..100520595,100521844..100521907,100523594..100523769,100524848..100524968,100529293..100529463,100532282..100532448,100535176..100535253,100536859..100537009,100537683..100537794,100537896..100538045,100538134..100538274,100539057..100539144,100539931..100540070,100540153..100540288,100545023..100545070,100545848..100545960,100548660..100548868,100550083..100550209,100552017..100552163,100554648..100554709,100555750..100555814,100556817..100556998,100557168..100557239,100562922..100563065,100564379..100564532,100564985..100565179,100571743..100571873,100581140..100581246,100581379..100581451,100582060..100582167,100583900..100583998,100584751..100584918,100586060..100586131,100586213..100586353,100587416..100587549,100587997..100588079,100588157..100588237,100590479..100590652,100593094..100593245)] [gbkey=CDS]	gnl|BL_ORD_ID|12790 lcl|NC_092207.1_cds_XP_042902205.1_12791	LOC107450077	GeneID:107450077	intersectin-1 isoform X2	XP_042902205.1	join(100520493..100520595,100521844..100521907,100523594..100523769,100524848..100524968,100529293..100529463,100532282..100532448,100535176..100535253,100536859..100537009,100537683..100537794,100537896..100538045,100538134..100538274,100539057..100539144,100539931..100540070,100540153..100540288,100545023..100545070,100545848..100545960,100548660..100548868,100550083..100550209,100552017..100552163,100554648..100554709,100555750..100555814,100556817..100556998,100557168..100557239,100562922..100563065,100564379..100564532,100564985..100565179,100571743..100571873,100581140..100581246,100581379..100581451,100582060..100582167,100583900..100583998,100584751..100584918,100586060..100586131,100586213..100586353,100587416..100587549,100587997..100588079,100588157..100588237,100590479..100590652,100593094..100593245)	CDS	0.0	1230	1410	[3430, 4839]
N5.HOG0068694	OG0008568	gnl|BL_ORD_ID|3554 lcl|NC_092205.1_cds_XP_042905300.1_3555 [gene=LOC107456184] [db_xref=GeneID:107456184] [protein=chymotrypsinogen B isoform X2] [protein_id=XP_042905300.1] [location=complement(join(13220887..13221212,13222590..13222920,13226021..13226160,13226846..13227134,13228100..13228213))] [gbkey=CDS]	gnl|BL_ORD_ID|3554 lcl|NC_092205.1_cds_XP_042905300.1_3555	LOC107456184	GeneID:107456184	chymotrypsinogen B isoform X2	XP_042905300.1	complement(join(13220887..13221212,13222590..13222920,13226021..13226160,13226846..13227134,13228100..13228213))	CDS	7.11115e-127	501	783	[418, 1200]
N5.HOG0068699	OG0008569	gnl|BL_ORD_ID|11355 lcl|NC_092207.1_cds_XP_015914448.1_11356 [gene=LOC107444742] [db_xref=GeneID:107444742] [protein=chloride intracellular channel exl-1-like] [protein_id=XP_015914448.1] [location=complement(54837917..54838654)] [gbkey=CDS]	gnl|BL_ORD_ID|11355 lcl|NC_092207.1_cds_XP_015914448.1_11356	LOC107444742	GeneID:107444742	chloride intracellular channel exl-1-like	XP_015914448.1	complement(54837917..54838654)	CDS	3.94259e-142	546	729	[1, 729]
N5.HOG0068701	OG0008570	gnl|BL_ORD_ID|10133 lcl|NC_092207.1_cds_XP_042908768.1_10134 [gene=LOC107444224] [db_xref=GeneID:107444224] [protein=uncharacterized protein] [protein_id=XP_042908768.1] [location=complement(join(18676377..18676637,18680415..18680636,18683162..18683296,18685023..18685588,18688006..18688180))] [gbkey=CDS]	gnl|BL_ORD_ID|10133 lcl|NC_092207.1_cds_XP_042908768.1_10134	LOC107444224	GeneID:107444224	uncharacterized protein	XP_042908768.1	complement(join(18676377..18676637,18680415..18680636,18683162..18683296,18685023..18685588,18688006..18688180))	CDS	0.0	906	1341	[40, 1359]
N5.HOG0068703	OG0008570	gnl|BL_ORD_ID|10133 lcl|NC_092207.1_cds_XP_042908768.1_10134 [gene=LOC107444224] [db_xref=GeneID:107444224] [protein=uncharacterized protein] [protein_id=XP_042908768.1] [location=complement(join(18676377..18676637,18680415..18680636,18683162..18683296,18685023..18685588,18688006..18688180))] [gbkey=CDS]	gnl|BL_ORD_ID|10133 lcl|NC_092207.1_cds_XP_042908768.1_10134	LOC107444224	GeneID:107444224	uncharacterized protein	XP_042908768.1	complement(join(18676377..18676637,18680415..18680636,18683162..18683296,18685023..18685588,18688006..18688180))	CDS	5.29222e-169	876	1377	[7, 1356]
N5.HOG0068704	OG0008571	gnl|BL_ORD_ID|29556 lcl|NC_092213.1_cds_XP_015908428.1_29557 [gene=LOC107440118] [db_xref=GeneID:107440118] [protein=toll-interacting protein isoform X1] [protein_id=XP_015908428.1] [location=complement(join(70957451..70957567,70958926..70959023,70959925..70960015,70961553..70961705,70962527..70962575,70963917..70964050,70966390..70966548,70966625..70966687))] [gbkey=CDS]	gnl|BL_ORD_ID|29556 lcl|NC_092213.1_cds_XP_015908428.1_29557	LOC107440118	GeneID:107440118	toll-interacting protein isoform X1	XP_015908428.1	complement(join(70957451..70957567,70958926..70959023,70959925..70960015,70961553..70961705,70962527..70962575,70963917..70964050,70966390..70966548,70966625..70966687))	CDS	1.83488e-143	585	876	[1, 864]
N5.HOG0068705	OG0008572	gnl|BL_ORD_ID|31010 lcl|NC_092214.1_cds_XP_015915884.1_31011 [gene=LOC107445908] [db_xref=GeneID:107445908] [protein=platelet-derived growth factor subunit A] [protein_id=XP_015915884.1] [location=join(35184808..35184945,35189624..35189723,35192332..35192355,35192469..35192486,35192584..35192777,35199111..35199409,35210906..35210984)] [gbkey=CDS]	gnl|BL_ORD_ID|31010 lcl|NC_092214.1_cds_XP_015915884.1_31011	LOC107445908	GeneID:107445908	platelet-derived growth factor subunit A	XP_015915884.1	join(35184808..35184945,35189624..35189723,35192332..35192355,35192469..35192486,35192584..35192777,35199111..35199409,35210906..35210984)	CDS	6.463e-14	138	444	[361, 777]
N5.HOG0068712	OG0008573	gnl|BL_ORD_ID|10807 lcl|NC_092207.1_cds_XP_015920783.1_10808 [gene=LOC107449694] [db_xref=GeneID:107449694] [protein=D-aspartate oxidase] [protein_id=XP_015920783.1] [location=complement(join(38435158..38435286,38439330..38439428,38440662..38440779,38443096..38443154,38443392..38443493,38444275..38444329,38446430..38446495,38447868..38447950,38448893..38449004,38453274..38453470))] [gbkey=CDS]	gnl|BL_ORD_ID|10807 lcl|NC_092207.1_cds_XP_015920783.1_10808	LOC107449694	GeneID:107449694	D-aspartate oxidase	XP_015920783.1	complement(join(38435158..38435286,38439330..38439428,38440662..38440779,38443096..38443154,38443392..38443493,38444275..38444329,38446430..38446495,38447868..38447950,38448893..38449004,38453274..38453470))	CDS	6.83287e-125	501	921	[73, 987]
N5.HOG0068713	OG0008574	gnl|BL_ORD_ID|16279 lcl|NC_092209.1_cds_XP_015923819.1_16280 [gene=LOC107452052] [db_xref=GeneID:107452052] [protein=proline-rich nuclear receptor coactivator 2 A] [protein_id=XP_015923819.1] [location=16405000..16405440] [gbkey=CDS]	gnl|BL_ORD_ID|16279 lcl|NC_092209.1_cds_XP_015923819.1_16280	LOC107452052	GeneID:107452052	proline-rich nuclear receptor coactivator 2 A	XP_015923819.1	16405000..16405440	CDS	3.79285e-51	300	450	[1, 441]
N5.HOG0068714	OG0008575	gnl|BL_ORD_ID|5776 lcl|NC_092205.1_cds_XP_015913964.1_5777 [gene=LOC107444362] [db_xref=GeneID:107444362] [protein=ras-related protein Rab-43] [protein_id=XP_015913964.1] [location=complement(join(85717986..85718248,85720730..85720913,85721761..85721937))] [gbkey=CDS]	gnl|BL_ORD_ID|5776 lcl|NC_092205.1_cds_XP_015913964.1_5777	LOC107444362	GeneID:107444362	ras-related protein Rab-43	XP_015913964.1	complement(join(85717986..85718248,85720730..85720913,85721761..85721937))	CDS	9.87552e-137	540	618	[1, 618]
N5.HOG0068715	OG0008576	gnl|BL_ORD_ID|27737 lcl|NC_092213.1_cds_XP_071042514.1_27738 [gene=LOC107451782] [db_xref=GeneID:107451782] [protein=probable G-protein coupled receptor AH9.1] [protein_id=XP_071042514.1] [location=17563900..17565015] [gbkey=CDS]	gnl|BL_ORD_ID|27737 lcl|NC_092213.1_cds_XP_071042514.1_27738	LOC107451782	GeneID:107451782	probable G-protein coupled receptor AH9.1	XP_071042514.1	17563900..17565015	CDS	4.42252e-176	822	1071	[1, 1059]
N5.HOG0068716	OG0008577	gnl|BL_ORD_ID|17302 lcl|NC_092209.1_cds_XP_071038434.1_17303 [gene=LOC122269970] [db_xref=GeneID:122269970] [protein=zinc finger protein 266-like isoform X1] [protein_id=XP_071038434.1] [location=complement(join(49460430..49460692,49461076..49461174,49464165..49464186))] [gbkey=CDS]	gnl|BL_ORD_ID|17302 lcl|NC_092209.1_cds_XP_071038434.1_17303	LOC122269970	GeneID:122269970	zinc finger protein 266-like isoform X1	XP_071038434.1	complement(join(49460430..49460692,49461076..49461174,49464165..49464186))	CDS	1.17176e-15	93	168	[202, 369]
N5.HOG0068717	OG0008578	gnl|BL_ORD_ID|16854 lcl|NC_092209.1_cds_XP_071037861.1_16855 [gene=LOC107456435] [db_xref=GeneID:107456435] [protein=ovochymase-1] [protein_id=XP_071037861.1] [location=complement(join(33214210..33214392,33216384..33216547,33218198..33218457,33220651..33220778,33221398..33221471,33223389..33223881,33225583..33225812,33227519..33227576,33232052..33232210,33233166..33233329,33234142..33234428,33235430..33235536,33241019..33241128,33243138..33243248,33244465..33245547,33246920..33247008,33249198..33249211))] [gbkey=CDS]	gnl|BL_ORD_ID|16854 lcl|NC_092209.1_cds_XP_071037861.1_16855	LOC107456435	GeneID:107456435	ovochymase-1	XP_071037861.1	complement(join(33214210..33214392,33216384..33216547,33218198..33218457,33220651..33220778,33221398..33221471,33223389..33223881,33225583..33225812,33227519..33227576,33232052..33232210,33233166..33233329,33234142..33234428,33235430..33235536,33241019..33241128,33243138..33243248,33244465..33245547,33246920..33247008,33249198..33249211))	CDS	9.0687e-77	381	831	[1303, 2115]
N5.HOG0068719	OG0008579	gnl|BL_ORD_ID|6876 lcl|NC_092206.1_cds_XP_071034436.1_6877 [gene=LOC107455247] [db_xref=GeneID:107455247] [protein=micronuclear linker histone polyprotein] [protein_id=XP_071034436.1] [location=12604880..12607375] [gbkey=CDS]	gnl|BL_ORD_ID|6876 lcl|NC_092206.1_cds_XP_071034436.1_6877	LOC107455247	GeneID:107455247	micronuclear linker histone polyprotein	XP_071034436.1	12604880..12607375	CDS	1.79796e-09	90	195	[133, 306]
N5.HOG0068720	OG0008580	gnl|BL_ORD_ID|8680 lcl|NC_092206.1_cds_XP_015908529.1_8681 [gene=LOC107440191] [db_xref=GeneID:107440191] [protein=uncharacterized protein] [protein_id=XP_015908529.1] [location=complement(join(77104496..77104739,77110584..77110704,77115036..77115184,77116895..77117030,77118951..77118996))] [gbkey=CDS]	gnl|BL_ORD_ID|8680 lcl|NC_092206.1_cds_XP_015908529.1_8681	LOC107440191	GeneID:107440191	uncharacterized protein	XP_015908529.1	complement(join(77104496..77104739,77110584..77110704,77115036..77115184,77116895..77117030,77118951..77118996))	CDS	1.55309e-48	216	522	[58, 576]
N5.HOG0068722	OG0008581	gnl|BL_ORD_ID|20071 lcl|NC_092210.1_cds_XP_015928770.1_20072 [gene=LOC107455646] [db_xref=GeneID:107455646] [protein=uncharacterized protein] [protein_id=XP_015928770.1] [location=join(37938861..37939238,38032554..38033126)] [gbkey=CDS]	gnl|BL_ORD_ID|20071 lcl|NC_092210.1_cds_XP_015928770.1_20072	LOC107455646	GeneID:107455646	uncharacterized protein	XP_015928770.1	join(37938861..37939238,38032554..38033126)	CDS	1.55642e-90	558	774	[1, 768]
N5.HOG0068724	OG0008582	gnl|BL_ORD_ID|16094 lcl|NC_092209.1_cds_XP_015923481.1_16095 [gene=LOC107451787] [db_xref=GeneID:107451787] [protein=BAG family molecular chaperone regulator 2] [protein_id=XP_015923481.1] [location=join(9054632..9054791,9058094..9058443)] [gbkey=CDS]	gnl|BL_ORD_ID|16094 lcl|NC_092209.1_cds_XP_015923481.1_16095	LOC107451787	GeneID:107451787	BAG family molecular chaperone regulator 2	XP_015923481.1	join(9054632..9054791,9058094..9058443)	CDS	4.55852e-47	231	462	[22, 483]
N5.HOG0068725	OG0008583	gnl|BL_ORD_ID|14874 lcl|NC_092208.1_cds_XP_042904373.1_14875 [gene=LOC107438676] [db_xref=GeneID:107438676] [protein=collagen alpha-1(XXVI) chain isoform X3] [protein_id=XP_042904373.1] [location=join(70214995..70215092,70222522..70222656,70225385..70225482,70227252..70227313,70229314..70229602,70231340..70231498,70235011..70235078,70237028..70237121,70238527..70238600)] [gbkey=CDS]	gnl|BL_ORD_ID|14874 lcl|NC_092208.1_cds_XP_042904373.1_14875	LOC107438676	GeneID:107438676	collagen alpha-1(XXVI) chain isoform X3	XP_042904373.1	join(70214995..70215092,70222522..70222656,70225385..70225482,70227252..70227313,70229314..70229602,70231340..70231498,70235011..70235078,70237028..70237121,70238527..70238600)	CDS	1.82415e-81	600	1068	[16, 1047]
N5.HOG0068727	OG0008584	gnl|BL_ORD_ID|8264 lcl|NC_092206.1_cds_XP_015926427.2_8265 [gene=LOC107453922] [db_xref=GeneID:107453922] [protein=four-jointed box protein 1] [protein_id=XP_015926427.2] [location=complement(join(63982006..63982420,63983359..63983517,63986557..63986746,63988732..63988908,63994588..63995263,63996343..63996432))] [gbkey=CDS]	gnl|BL_ORD_ID|8264 lcl|NC_092206.1_cds_XP_015926427.2_8265	LOC107453922	GeneID:107453922	four-jointed box protein 1	XP_015926427.2	complement(join(63982006..63982420,63983359..63983517,63986557..63986746,63988732..63988908,63994588..63995263,63996343..63996432))	CDS	5.3294e-59	309	417	[955, 1371]
N5.HOG0068728	OG0008584	gnl|BL_ORD_ID|27086 lcl|NC_092213.1_cds_XP_015913459.2_27087 [gene=LOC107443946] [db_xref=GeneID:107443946] [protein=extracellular serine/threonine protein kinase four-jointed-like] [protein_id=XP_015913459.2] [location=join(291902..293357,307441..307463)] [gbkey=CDS]	gnl|BL_ORD_ID|27086 lcl|NC_092213.1_cds_XP_015913459.2_27087	LOC107443946	GeneID:107443946	extracellular serine/threonine protein kinase four-jointed-like	XP_015913459.2	join(291902..293357,307441..307463)	CDS	2.61863e-167	660	831	[631, 1461]
N5.HOG0068729	OG0008585	gnl|BL_ORD_ID|101 lcl|NC_092204.1_cds_XP_042909361.2_102 [gene=LOC107443889] [db_xref=GeneID:107443889] [protein=uncharacterized protein isoform X1] [protein_id=XP_042909361.2] [location=complement(join(4463689,4468217..4468273,4470073..4470139,4473794..4473860,4476756..4476934,4479413..4479422))] [gbkey=CDS]	gnl|BL_ORD_ID|101 lcl|NC_092204.1_cds_XP_042909361.2_102	LOC107443889	GeneID:107443889	uncharacterized protein isoform X1	XP_042909361.2	complement(join(4463689,4468217..4468273,4470073..4470139,4473794..4473860,4476756..4476934,4479413..4479422))	CDS	2.18625e-19	135	348	[19, 366]
N5.HOG0068730	OG0008586	gnl|BL_ORD_ID|23513 lcl|NC_092211.1_cds_XP_015921032.2_23514 [gene=LOC107449882] [db_xref=GeneID:107449882] [protein=uncharacterized protein isoform X1] [protein_id=XP_015921032.2] [location=complement(join(77065648..77065658,77067515..77067575,77069187..77069264,77071134..77071229,77075078..77075163,77077443..77077509,77078825..77078899))] [gbkey=CDS]	gnl|BL_ORD_ID|23513 lcl|NC_092211.1_cds_XP_015921032.2_23514	LOC107449882	GeneID:107449882	uncharacterized protein isoform X1	XP_015921032.2	complement(join(77065648..77065658,77067515..77067575,77069187..77069264,77071134..77071229,77075078..77075163,77077443..77077509,77078825..77078899))	CDS	2.85478e-08	135	462	[16, 456]
N5.HOG0068732	OG0008587	gnl|BL_ORD_ID|19641 lcl|NC_092210.1_cds_XP_015923627.1_19642 [gene=LOC107451908] [db_xref=GeneID:107451908] [protein=uncharacterized protein] [protein_id=XP_015923627.1] [location=complement(join(22168807..22169041,22170058..22170172,22174686..22174957,22178741..22178837,22180705..22180829,22191828..22191939,22197242..22197308))] [gbkey=CDS]	gnl|BL_ORD_ID|19641 lcl|NC_092210.1_cds_XP_015923627.1_19642	LOC107451908	GeneID:107451908	uncharacterized protein	XP_015923627.1	complement(join(22168807..22169041,22170058..22170172,22174686..22174957,22178741..22178837,22180705..22180829,22191828..22191939,22197242..22197308))	CDS	1.75864e-179	729	1029	[64, 1005]
N5.HOG0068735	OG0008588	gnl|BL_ORD_ID|13135 lcl|NC_092208.1_cds_XP_015925210.2_13136 [gene=LOC107453055] [db_xref=GeneID:107453055] [protein=tRNA (adenine(58)-N(1))-methyltransferase non-catalytic subunit TRM6] [protein_id=XP_015925210.2] [location=complement(10516987..10518207)] [gbkey=CDS]	gnl|BL_ORD_ID|13135 lcl|NC_092208.1_cds_XP_015925210.2_13136	LOC107453055	GeneID:107453055	tRNA (adenine(58)-N(1))-methyltransferase non-catalytic subunit TRM6	XP_015925210.2	complement(10516987..10518207)	CDS	5.36473e-157	729	1230	[1, 1209]
N5.HOG0068743	OG0008590	gnl|BL_ORD_ID|32521 lcl|NC_092215.1_cds_XP_042897986.1_32522 [gene=LOC107443857] [db_xref=GeneID:107443857] [protein=zinc finger CCHC domain-containing protein 10] [protein_id=XP_042897986.1] [location=complement(17853182..17853658)] [gbkey=CDS]	gnl|BL_ORD_ID|32521 lcl|NC_092215.1_cds_XP_042897986.1_32522	LOC107443857	GeneID:107443857	zinc finger CCHC domain-containing protein 10	XP_042897986.1	complement(17853182..17853658)	CDS	6.0362e-20	126	225	[1, 213]
N5.HOG0068744	OG0008591	gnl|BL_ORD_ID|6278 lcl|NC_092205.1_cds_XP_015928915.1_6279 [gene=LOC107455747] [db_xref=GeneID:107455747] [protein=rhythmically expressed gene 2 protein] [protein_id=XP_015928915.1] [location=complement(100888718..100889449)] [gbkey=CDS]	gnl|BL_ORD_ID|6278 lcl|NC_092205.1_cds_XP_015928915.1_6279	LOC107455747	GeneID:107455747	rhythmically expressed gene 2 protein	XP_015928915.1	complement(100888718..100889449)	CDS	5.51313e-95	390	606	[1, 606]
N5.HOG0068745	OG0008592	gnl|BL_ORD_ID|14754 lcl|NC_092208.1_cds_XP_015906310.2_14755 [gene=LOC107438518] [db_xref=GeneID:107438518] [protein=elongator complex protein 5] [protein_id=XP_015906310.2] [location=64046502..64047356] [gbkey=CDS]	gnl|BL_ORD_ID|14754 lcl|NC_092208.1_cds_XP_015906310.2_14755	LOC107438518	GeneID:107438518	elongator complex protein 5	XP_015906310.2	64046502..64047356	CDS	7.98194e-49	291	774	[55, 795]
N5.HOG0068746	OG0008593	gnl|BL_ORD_ID|22528 lcl|NC_092211.1_cds_XP_015904188.1_22529 [gene=LOC107436879] [db_xref=GeneID:107436879] [protein=uncharacterized protein] [protein_id=XP_015904188.1] [location=join(36376323..36376331,36381144..36381971)] [gbkey=CDS]	gnl|BL_ORD_ID|22528 lcl|NC_092211.1_cds_XP_015904188.1_22529	LOC107436879	GeneID:107436879	uncharacterized protein	XP_015904188.1	join(36376323..36376331,36381144..36381971)	CDS	1.02412e-89	450	882	[1, 837]
N5.HOG0068750	OG0008594	gnl|BL_ORD_ID|6053 lcl|NC_092205.1_cds_XP_071034035.1_6054 [gene=LOC107455872] [db_xref=GeneID:107455872] [protein=guanine nucleotide-binding protein subunit beta-2 isoform X1] [protein_id=XP_071034035.1] [location=complement(join(92817150..92817256,92825658..92825874,92827807..92827878,92834213..92834342,92835236..92835471,92836662..92836725,92838675..92838820,92842616..92842675,92843075..92843152,92862889..92862894))] [gbkey=CDS]	gnl|BL_ORD_ID|6053 lcl|NC_092205.1_cds_XP_071034035.1_6054	LOC107455872	GeneID:107455872	guanine nucleotide-binding protein subunit beta-2 isoform X1	XP_071034035.1	complement(join(92817150..92817256,92825658..92825874,92827807..92827878,92834213..92834342,92835236..92835471,92836662..92836725,92838675..92838820,92842616..92842675,92843075..92843152,92862889..92862894))	CDS	0.0	909	1026	[91, 1116]
N5.HOG0068753	OG0008595	gnl|BL_ORD_ID|12201 lcl|NC_092207.1_cds_XP_015905511.2_12202 [gene=LOC107437891] [db_xref=GeneID:107437891] [protein=homologous-pairing protein 2 homolog] [protein_id=XP_015905511.2] [location=complement(80304151..80304747)] [gbkey=CDS]	gnl|BL_ORD_ID|12201 lcl|NC_092207.1_cds_XP_015905511.2_12202	LOC107437891	GeneID:107437891	homologous-pairing protein 2 homolog	XP_015905511.2	complement(80304151..80304747)	CDS	1.9163e-77	390	597	[1, 594]
N5.HOG0068756	OG0008596	gnl|BL_ORD_ID|27624 lcl|NC_092213.1_cds_XP_015904841.2_27625 [gene=LOC107437371] [db_xref=GeneID:107437371] [protein=uncharacterized protein] [protein_id=XP_015904841.2] [location=13989197..13990462] [gbkey=CDS]	gnl|BL_ORD_ID|27624 lcl|NC_092213.1_cds_XP_015904841.2_27625	LOC107437371	GeneID:107437371	uncharacterized protein	XP_015904841.2	13989197..13990462	CDS	2.37848e-159	639	1212	[28, 1236]
